species,common_name,family,region,venom_type,toxicity_level,antivenom_available,conservation_status,habitat,avg_length,max_length,image_path,venomous
Naja naja,Spectacled Cobra,Elapidae,Pan-India,"Neurotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,Varied habitats,120,220,data/raw_images/Venomous/Spectacled Cobra/000003.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000026.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_41.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000033.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_10.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000019.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000031.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000025.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_36.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000024.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000018.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_11.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000034.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_37.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000009.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000021.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000035.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_9.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_28.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000023.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000037.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_40.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000036.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000022.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_17.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000045.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000044.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000046.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000047.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000043.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_46.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000042.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000041.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_45.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_44.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_33.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000048.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_32.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_43.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000006.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_38.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_25.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_4.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000038.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000010.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000004.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_34.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000005.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000011.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000039.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_30.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_24.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_18.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_20.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_1.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000015.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000001.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000029.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_35.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000014.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_21.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_23.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_2.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000002.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000016.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_39.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_42.jpeg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/000003.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_3.jpg,True
Echis carinatus,Saw-scaled Viper,Viperidae,Arid regions of India,Hemotoxic,Extremely toxic,Yes,Least Concern,Dry rocky areas,40,80,data/raw_images/Venomous/Saw-scaled Viper/Saw-scaled_22.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_17.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_16.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_14.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_15.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_29.JPG,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_39.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_38.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_10.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_8.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_12.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_13.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_48.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_60.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_61.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_49.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_63.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_62.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_72.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_67.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_73.png,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_71.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_65.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_59.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_58.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_64.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_70.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_69.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_55.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_41.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_40.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_54.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_68.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_42.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_56.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_57.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_43.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_75.jpeg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_74.jpeg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_47.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_53.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_52.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_46.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_50.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_44.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_45.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_51.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_23.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_37.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_7.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_35.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_4.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_24.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_30.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_18.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_19.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_31.jpg,True
Daboia russelii,Russell's Viper,Viperidae,Throughout India,"Hemotoxic, Cytotoxic",Extremely toxic,Yes,Least Concern,"Grasslands, scrublands",120,165,data/raw_images/Venomous/Russell's Viper/Russell's_1.jpg,True
